title_id,title,complete_title,release_year,rating,rater,casts_slug,screenwriter,director,poster,synopsis,country,type,episodes,aired,aired_on,original_network,duration,score,ranked,popularity,content_rating,watchers
715923-the-warp-effect,The Warp Effect,The Warp Effect (2022),2022,8.3,4744,/people/12214-thitipoom-techaapaikhun|/people/40603-fah-yongwaree-ngamkasem|/people/9746-cheewagaroon-harit|/people/13814-supsap-ployshompoo|/people/23761-sarocha-burin|/people/15575-apichaya-saisee,Game Kirati Kumsat|Chim Sedthawut Inboon|Chalermpong Udomsilp,Ninew Pinya Chookamsri,https://i.mydramalist.com/rB13E_4c.jpg,"Alex breaks the oath he made to his mother forbidding him from losing his virginity before turning eighteen, causing chaos he never could've anticipated. In 2011, seventeen-year-old Alex lacks self-confidence and his one passion in life is photography. His household is all male, his mother having died in an accident. Before she passed, she made him promise to hold onto his virginity until the right time. However, it's nearly unbearable; his closest friends See-ew and Nim have already given up theirs, leaving only him. He, therefore, aims to lose it at Jedi's house party.School activist Jean goes to the party and it seems as though he'll lose his virginity to her. The evening turns to chaos, though, and Alex wakes up with no memory of what happened. He's aged into a man of twenty-seven: a gynecologist and sex expert. He must solve the mystery of that night and all the mess that followed using a polaroid of that night. Will he be able to return to the past?(Source: Thai = GMMTV || Translation = MyDramaList)",Thailand,Drama,12,"Dec 12, 2022 - Feb 27, 2023",Monday,GMM 25 ViuTV,50 min.,"8.3 (scored by 4,744 users)",993,1167,13+ - Teens 13 or older,13818
715901-moonlight-chicken,Moonlight Chicken,Moonlight Chicken (2023),2023,8.3,16908,/people/14516-watthanasetsiri-pirapat|/people/33823-mix-sahaphap-wongratch|/people/22234-khaotung-thanawat-rattanakitpaisan|/people/19084-kanaphan-puitrakul|/people/77323-gemini-norawit-titicharoenrak|/people/60397-fourth-nattawat-jirochtikul,Best Kittisak Kongka,,https://i.mydramalist.com/2wrxWW_4c.jpg,"Jim is an ordinary guy running a Hainanese chicken rice diner. One night, he meets breezy Wen when he stays past closing drunk. Brought together by fate that night, intangible feelings arise. Neither can stop thinking about the other despite Jim's efforts to remain unattached. Working at the diner are Jim's nephew Li Ming, Saleng, and occasionally chicken supplier Kaipa who doesn't mind having an excuse to see him. (Source:  MyDramaList)",Thailand,Drama,8,"Feb  8, 2023 - Mar  2, 2023","Wednesday, Thursday",Disney+,1 hr. 1 min.,"8.3 (scored by 16,908 users)",1057,406,15+ - Teens 15 or older,32683
49763-who-are-you,Who Are You,Who Are You (2020),2020,8.3,1555,/people/15217-weerawatnodom-tipnaree|/people/11355-sangpotirat-perawat|/people/29265-kay-lertsittichai|/people/13814-supsap-ployshompoo|/people/18975-jamie-juthapich|/people/15575-apichaya-saisee,Lalil Kittitanaphan|Naphat Chitveerapat|Parkpoom Nuntalit,,https://i.mydramalist.com/pj6vEc.jpg,"After enduring vicious bullying, an orphaned student, Mind, attempts to take her life in hopes of escaping her problems. Miraculously, she survives with memory loss and wakes up with a new life as she takes on the identity of Meen. Mind and Meen couldn’t be more different, of course, besides the fact that they are identical twins. Living as Meen, Mind is granted the opportunity to meet Natee, a young swimming athlete who is Meen's close friend, and Gunkan, a mischievous handsome boy at the school who later comes to help her recover her lost memories. But, as time passes, unveiling the truth causes her to feel more pain than she has ever experienced. (Source: GMMTV )",Thailand,Drama,18,"May  2, 2020 - Jun 28, 2020","Saturday, Sunday",GMM 25,60 min.,"8.3 (scored by 1,555 users)",1122,2456,13+ - Teens 13 or older,5825
49743-the-gifted-graduation,The Gifted Graduation,The Gifted Graduation (2020),2020,8.3,5895,/people/11621-kirdpan-korapat|/people/14259-wachirawit-ruangwiwat|/people/12638-jiranorraphat-ramida|/people/11699-poonsawas-atthaphan|/people/9746-cheewagaroon-harit|/people/16736-weerayuttvilai-puimek,Kanokphan Ornrattanasakul|Peanut Akira Decharat|Nawarat Thongpaiyut,,https://i.mydramalist.com/BDBgq_4c.jpg,"Two years have passed, and the new school year begins again. With it comes the resurrection of the Gifted program and a hidden threat from the Ministry led by Darin, a new teacher. Time, a promising new student and member of the newest gifted generation, seeks change within the school while upholding its hierarchical structure.Filled with danger and more complications than it seems, what will the final battle be like? Who will be victorious? Will Pang and his companions be able to maintain their friendship and ideals? Can they defeat Director Supot?",Thailand,Drama,13,"Sep  6, 2020 - Nov 29, 2020",Sunday,GMM 25,55 min.,"8.3 (scored by 5,895 users)",1121,1166,13+ - Teens 13 or older,13818
27173-hua-jai-sila,Hua Jai Sila,Hua Jai Sila (2019),2019,8.3,6870,/people/7535-leeratanakajorn-thanapob|/people/20085-nopjira-lerkkajornnamkul|/people/7330-wattanajinda-sirapan|/people/8378-pakdeedumrongrit-siriam|/people/11835-munyadon-kanokchat|/people/16264-ben-raviyanun-takerd,Ying Wanwipa Samngamjam,Mi Thanawat Panyarin,https://i.mydramalist.com/rq3XZc.jpg,"Tor is the love child of a mistress and a wealthy hi-so man. After his mother dies from neglect, Tor is forced to live with his father’s family. Abused by his stepmother and stepbrother, he turns to the girl-next-door Mingta who also suffers neglect at the hands of her so-called mother and sister.One night, while being chased by his stepmother, Tor jumps into a river and is presumed dead though he survives. He is taken under the wing of a sex worker who knew his mother and takes on a new life under the alias Sila. Years later, he returns as a notorious rich pimp with plans to avenge his mother and get revenge for the torture and pain brought to him by his stepmother and stepbrother.Sila's main goal is to hurt the people that harmed him as a child, but he never expected to see his only childhood friend Mingta. The moment they see each other, he looks familiar to her. She notices a ring he wears around his neck and immediately comes to the conclusion that he's Tor, her childhood best friend thought to have died. However, due to his plans for revenge, Tor denies his identity.(Source: MyDramaList)~~ Adapted from the novel ""Asun Roeng Fai"" (อสูรเริงไฟ) by Nawika (นาวิกา). ~~ The last episode has a longer duration of 80 minutes.",Thailand,Drama,27,"Mar  4, 2019 - Jun 10, 2019","Monday, Tuesday",One 31,60 min.,"8.3 (scored by 6,870 users)",1089,1092,13+ - Teens 13 or older,14797
725347-triage,Triage,Triage (2022),2022,8.3,9702,/people/14392-kreepolrerk-darvid|/people/13044-jarujittranon-tanapol|/people/25205-tonnam-piamchol-dumrongsoontornchai|/people/99193-aob-tanadol-wongsaardsakul|/people/99087-aom-punyawee-jungcharoen|/people/99085-fortune-pundita-koontawee,Thanamas Dhalerngsuk|Duangsamon Thaokumlue,Aum Natthaphong Aroonnet,https://i.mydramalist.com/EBnZm_4c.jpg,"Third-year emergency medicine resident Tin has to cope with a deluge of different patients every day. Up until the eighteenth, that is. Tin's life is transformed when university student Tol's car is overturned, and he's rushed to the emergency room in serious condition. That night doesn't end when Tin fails to save Tol's life, though. When Tin next wakes, he finds himself in a time loop, a loop he won't be able to leave until he's altered Tol's fate. (Source: Thai = AIS Play || Translation = MyDramaList) ~~ Adapted from the web novel ""Triage"" (ทริอาช) by Sammon_Scene.",Thailand,Drama,13,"Apr 18, 2022 - Jul 11, 2022",Monday,AIS Play,44 min.,"8.3 (scored by 9,702 users)",1124,680,13+ - Teens 13 or older,22001
28854-kao-waan-hai-noo-pen-sai-lub,My Secret Bride,My Secret Bride (2019),2019,8.3,2418,/people/7118-warintorn-panhakarn|/people/7534-thanachart-supassara|/people/35403-pariit-thimthong|/people/8124-posayanon-tanakorn|/people/17387-pie-rinrada-kaewbuasai|/people/8931-sirananon-rangsit,Kartarhut Bussabpaket,Pawanrat Naksuriya,https://i.mydramalist.com/EDLEOc.jpg,"Suam is a mischievous girl who grew up in the slums. She develops a crush on Danurut, a good cop, the first time she meets him due to his good looks and kindness. They met previously at the police station when Danurut helped Suam get out of some trouble due to a false accusation. Suam is then asked to become a spy for the police by an undercover deputy commander named Thuan. His mission is to spy and gather evidence on an influential criminal named Sia Ha. Thuan believes Danurut’s uncle is part of Sia Ha’s gang and suspects Danurut as well. Suam gets involved with Danurut again when he misunderstands that she is Aek’s mistress who is his cousin’s fiance. He hires Suam to be his fake wife to keep her away from Aek and to also help him avoid his ex-girlfriend Suchada who is also Sia Ha’s daughter. Thuan believes this is the perfect opportunity to spy on Danurut so Suam accepts his offer. Suam and Danurut bicker and fight all the time. She moves into his house pretending to be his wife because he needs her to follow his orders while she must spy on him!(Source: MyDramaList)",Thailand,Drama,18,"Nov  8, 2019 - Dec 15, 2019","Friday, Saturday, Sunday",Channel 3,1 hr. 50 min.,"8.3 (scored by 2,418 users)",1145,2522,Not Yet Rated,5667
712993-khun-chaai,"To Sir, With Love","To Sir, With Love (2022)",2022,8.3,3035,/people/17084-film-thanapat-kawila|/people/107039-jam-rachata-hampanont|/people/13905-kanoktorn-kitsakorn|/people/10081-tangtong-saksit|/people/9533-woramusik-piyathida|/people/9055-hemmanee-panward,Nueng Chawanon Sarapat,Wo Worawit Khuttiyayothin,https://i.mydramalist.com/QDyP4_4c.jpg,"The Five Dragon Guild is under the leadership of Jao Sua Song.  He's skilled and in control in business, but things in the family have become chaotic. By his main wife Li, he has his eldest son Thian. He has a secondary wife Jan with whom he has a son named Yang and he has a mistress named Bua. In a Chinese family, masculinity is prized. Thian is the face of the family, the one who will eventually succeed Song, who will carry the power his father has built. Khun Chai is not a position just anyone is suited to. The love between two men is obstructed by Chinese society.(Source: Thai = Channel One31 || Translation = MyDramaList)",Thailand,Drama,17,"Oct  3, 2022 - Nov 28, 2022","Monday, Tuesday",One 31 oneD,1 hr. 10 min.,"8.3 (scored by 3,035 users)",1163,1565,13+ - Teens 13 or older,10062
715893-the-eclipse,The Eclipse,The Eclipse (2022),2022,8.3,23910,/people/19084-kanaphan-puitrakul|/people/22234-khaotung-thanawat-rattanakitpaisan|/people/35377-louis-thanawin-teeraphosukarn|/people/19052-neo-nimtawat-trai|/people/19344-aj-chayapol-jutamat|/people/38819-wynn-pawin-kulkaranyawich,Yokee Apirak Chaipanha|Chot-anan Kasamwonghong|Kim Minta Bhanaparin,Golf Tanwarin Sukkhapisit,https://i.mydramalist.com/26Nnk_4c.jpg,"The country's leading all-boys school, Suppalo, is strictly governed. Rumour has it that a curse will punish students who act out, a curse that grows stronger as the solar eclipse nears. But where there are rules, there will naturally be those who want to break them. A group of students calling themselves “The World Remembers” unite to challenge the school's authority and demand their rights. Head student prefect Akk and his cohorts are tasked with dissuading the rebel group. Then Ayan, a mysterious new student, arrives. Akk is suspicious of Ayan, this boy whose behaviour is so odd and who regularly challenges the school's norms. Ayan has enrolled in hopes of discovering the person who pushed his uncle Dika to suicide. His only evidence leading him to Suppalo School is in his uncle's old notebook. Ayan's method of dealing with Akk's scrutiny is to toy with him.(Source: MyDramaList) ~~ Adapted from the novel ""คาธ Eclipse"" by Prapt (ปราปต์).",Thailand,Drama,12,"Aug 12, 2022 - Oct 28, 2022",Friday,GMM 25 ViuTV,45 min.,"8.3 (scored by 23,910 users)",1229,324,13+ - Teens 13 or older,38265
58899-manner-of-death,Manner of Death,Manner of Death (2020),2020,8.2,22821,/people/13076-diloknawarit-nattapol|/people/13078-thanasrivanitchai-pakorn|/people/18992-sapol-assawamunkong|/people/29277-foei-patara-eksangkul|/people/7128-vongvasana-nutwara|/people/15421-netjui-chonnikan,Title Nirattisai Ratphithak,Ma-Deaw Chookiat Sakveerakul|Aum Natthaphong Aroonnet,https://i.mydramalist.com/0eAy7_4c.jpg,"Dr. Bunnakit is a medical examiner based at a provincial hospital. One day, after carrying out an autopsy on the body of a woman who had seemingly hanged herself, Dr. Bunnakit rules out suicide as his findings point to homicide. His conclusion makes him the target of someone very powerful. When an anonymous man breaks into his house and threatens him to change his report to suicide, Dr. Bunnakit doesn't take this threat seriously. All that changes when one of his friends, a prosecutor, suddenly disappears. Dr. Bunnakit quietly conducts his own investigation in order to get at the truth. All clues lead to one suspect, a man named Tan who denies any involvement. Tan convinces Dr. Bunnakit to team up together in order to find the real murderer. (Source: Lazy Subber; edited by Soju at MyDramaList)~~ Adapted from the novel ""Manner of Death"" (พฤติการณ์ที่ตาย) by Sammon (แซมม่อน).",Thailand,Drama,14,"Nov 30, 2020 - Feb 22, 2021",Monday,WeTV,45 min.,"8.2 (scored by 22,821 users)",1256,247,18+ Restricted (violence & profanity),44948
763317-pit-babe-uncut,Pit Babe: Uncut,Pit Babe: Uncut (2023),2023,8.3,1352,/people/21793-poom-naret-promphaophan|/people/116331-pooh|/people/24761-nut-supanut-lourhaphanich|/people/40007-sailub-weerachai-kwanamphaiphan|/people/36771-pon-thanapon-aiemkumchai|/people/119697-ping-obrnithi-leelavetchbutr,Kanokphan Ornrattanasakul|Issaraporn Kuntisuk|Fleur Irene Insot,Peter Nopachai Jayanama,https://i.mydramalist.com/Z8rz8j_4c.jpg,"Charlie wants to be a racecar driver but he doesn't have a racecar of his own. The only solution he comes up with is to make a bizarre agreement with king of the raceway Babe, nicknamed Pit Babe. Even stranger, Babe agrees to help Charlie realise his dream.(Source: Change2561; edited by MyDramaList)~~ Adapted from the web novel ""Pit Babe"" (พิษเบ๊บ) by _alittlebitch (also known as alittlebixth).",Thailand,Drama,13,"Nov 17, 2023 - Feb  9, 2024",Friday,iQiyi,54 min.,"8.3 (scored by 1,352 users)",984,4766,15+ - Teens 15 or older,2387
761173-bed-friend-uncut,Bed Friend: Uncut,Bed Friend: Uncut (2023),2023,8.2,717,/people/51297-james-supamongkon-wongwisut|/people/36829-net-siraphop-manithikhun|/people/40693-yim-pharinyakorn-khansawa|/people/101119-thomas-teetut-chungmanirat|/people/25209-mark-sorntast-buangam|/people/25207-park-parnupat-anomakiti,Jungjing Wanna Kortunyavat|May Thidaphon Phrueksamaswong,Cheewin Thanamin Wongskulphat,https://i.mydramalist.com/qYOz6B_4c.jpg,"Uea is a very private person who has a strong dislike of casanovas, while King is one. King and Uea work in the same office and are both best friends with Jade. They don't like each other but then—for some reason—begin to have a particular ""relation.""(Source: iQIYI)~~ Adapted from the novel ""Bed Friend"" (อย่าเล่นกับอนล) by littlebbear96.",Thailand,Drama,10,"Feb 18, 2023 - Apr 22, 2023",Saturday,iQiyi,48 min.,8.2 (scored by 717 users),1372,6992,18+ Restricted (violence & profanity),1306
715889-home-school,Home School,Home School (2023),2023,8.2,3155,/people/19260-nappon-gomarachun|/people/9564-bishop-cindy|/people/11699-poonsawas-atthaphan|/people/24475-chalad-na-songkhla|/people/39803-film-rachanun-mahawawan|/people/50861-nani-hirunkit-changkham,Lalil Kittitanaphan|Naphat Chitveerapat|Nichaphat Buranadilok,Fon Kanittha Kwunyoo,https://i.mydramalist.com/kAvLNv_4c.jpg,"Home School is a boarding school in the middle of a remote forest. Every three years, the school selects new students who meet their criteria, each generation comprising no more than thirteen students. The students spend a total of three years at the school. The school's meant to appeal to wealthy students with its unique curriculum and all the comforts of home. However, Home School seems more like a prison than a school with its strict rules and stark isolation. (Source: MyDramaList)",Thailand,Drama,18,"Jun  9, 2023 - Aug  4, 2023",Friday,Amazon Prime,55 min.,"8.2 (scored by 3,155 users)",1425,1197,13+ - Teens 13 or older,13538
48135-trab-fah-mee-tawan,My Forever Sunshine,My Forever Sunshine (2020),2020,8.2,3287,/people/7122-suparat-prin|/people/7534-thanachart-supassara|/people/10841-imanothai-kawin|/people/57745-sirilak-kwong|/people/9862-chatphong-natthaphong|/people/23288-karunchida-khumsuwan,Toto Panathee Suppasaksutat,Chudapa Chantakett,https://i.mydramalist.com/w7JDp_4c.jpg,"The story about Paeng, a girl with a tragic life. After losing her father, she has to go live at Artit's house. The only way for her to be able to stay at this house is to be with him. But no one expected that her approaching Artit nearly costs him his life. He ends up hating her to the bones and she is exiled far from home for six years until the day they come across each other again. One might think that time will lessen hate, but not for Artit. Not only he still hates her, but he also hates her even more than before. But in order to keep her final promise to Artit's father, she must endure it!(Source: VIU)~~ Adapted from the novel ""Trab Fan Nee Tawan (ตราบฟ้ามีตะวัน)"" by Uunnapom Pokkati (อุณหภูมิปกติ)",Thailand,Drama,19,"Nov 19, 2020 - Dec 15, 2020","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",Channel 3,1 hr. 30 min.,"8.2 (scored by 3,287 users)",1369,2060,15+ - Teens 15 or older,7278
733967-love-mechanics-director-s-cut,Love Mechanics: Director's Cut,Love Mechanics: Director's Cut (2022),2022,8.2,1217,/people/23686-yin-anan-wong|/people/15788-ratsameerat-wanarat|/people/87001-toosafe-krittawat-suwanich|/people/39075-prom-ratchapat|/people/26319-perth-veerinsara-tangkitsuvanich|/people/15979-ritz-rueangrit-siriphanit,Bee Pongsate Lucksameepong,Lit Phadung Samajarn,https://i.mydramalist.com/vPkoD_4c.jpg,"When a junior woos Vee's friend, Vee, swearing to love only one in life, has to cut ties with Mark. But God plays a joke on them and something happened between Vee and Mark. Mark chooses to tuck away and draws an end to it. However, Vee doesn't want an end with Mark. Mark himself loves Vee although he knows Vee has a beloved girlfriend. Will the love between them make it? When will the awkwardness break out? What will Vee do?(Source: WeTV)~~ Adapted from the novel ""Love Mechanics"" (Love Mechanics กลรักรุ่นพี่) by Faddist (แป้งฝุ่น)",Thailand,Drama,3,"Jul  8, 2022 - Jul 22, 2022",Friday,WeTV,50 min.,"8.2 (scored by 1,217 users)",1441,4232,18+ Restricted (violence & profanity),2870
743937-midnight-museum,Midnight Museum,Midnight Museum (2023),2023,8.2,3646,/people/7535-leeratanakajorn-thanapob|/people/11699-poonsawas-atthaphan|/people/7402-sakuljaroensuk-apinya|/people/29277-foei-patara-eksangkul|/people/15217-weerawatnodom-tipnaree|/people/15543-thanawat-patchatorn,Game Kirati Kumsat|Chalermpong Udomsilp|Folk Sornpanath Patpho|Three Supawith Utama|Tatum Thanaphan Tangsittiprasert,Noom Attaporn Teemarkorn,https://i.mydramalist.com/rNNNpZ_4c.jpg,"Dome, a barista at a café on the verge of closure, receives an unexpected job offer. The offer comes from a café regular, Khatha, who orders coffee he never drinks. The job is at an odd museum open only after sunset. With few choices, Dome accepts Khatha's offer. On his first day, an employee tells him the museum is haunted. Forbidden by the overseer from entering Zone 16, Dome is tempted inside. Khatha attempts to contain the damage but Dome has unintentionally awakened something. Shortly, nearly everything inside is lost. Dome takes responsibility for the misfortune he's brought to the museum and attempts to hunt down what went missing in order to return them to where they belong. (Source: MyDramaList)",Thailand,Drama,10,"Mar  6, 2023 - Apr  4, 2023","Monday, Tuesday",GMM 25 ViuTV,45 min.,"8.2 (scored by 3,646 users)",1495,1370,13+ - Teens 13 or older,11659
30863-suparburut-jorm-jon-maturot-loghan,Suparburoot Jorm Jon: Maturot Lohgan,Suparburoot Jorm Jon: Maturot Lohgan (2019),2019,8.2,1009,/people/10671-sanguankwamdee-michael-pattaradet|/people/15293-narinrak-mookda|/people/10103-chalaikupp-pimpan|/people/22305-euro-yotsawat-tawapee|/people/25769-weerachai-hattakovit|/people/22954-annie-sararat-sajew,Suphachai Sittiaumponpan,Phandin Prasongsanti,https://i.mydramalist.com/EyW4m_4c.jpg,"To prove himself to his father so he could lead the next pillage and fulfil his plans, Seua Pha, a bandit, had to embark on one of his father's daily robberies. The quest was to steal the most valuable possession from Khun Thep, a lieutenant who would not stop hunting their bandit village down. He takes Nampeung, the lieutenant's fiancee who was in the house at that time and presents her to his father, only for his father to arrange a marriage for him and the kidnapped Nampeung (all to show all the police officers in the town that they could not mess with their bandit nest).With the assignment to get Nampueng pregnant and sent back to her fiancee, Seua Pha also has to battle with his older brother for the title of their father's successor, but what happens when Pha falls for his new wife and wants a much better life than what he is used to?But love does not come easy for a bandit and a woman of high class.(Source: asiandrama_girl at MyDramaList)",Thailand,Drama,16,"Sep 27, 2019 - Nov  1, 2019","Friday, Saturday, Sunday",Channel 7,1 hr. 35 min.,"8.2 (scored by 1,009 users)",1514,4579,Not Yet Rated,2556
719429-love-destiny-uncut,Love Destiny Uncut,Love Destiny Uncut (2018),2018,8.2,199,/people/7381-bella-vanita|/people/7166-thanawat-wattanaputi|/people/10841-imanothai-kawin|/people/9847-kannarun-prang|/people/7606-susira-nanna|/people/8024-scott-louis,Salaya Sukanivatt,Mai Phawat Panangkasiri,https://i.mydramalist.com/v2J6D_4c.jpg,"This is a story where karma, merit, love destiny and a moon mantra combine to fling Kadesurang, a chubby archaeologist, into the body of another woman during the Ayutthaya era (300 years earlier).  300 years ago, the cruel & selfish Karakade was betrothed to Date, a man who despised her wickedness and preferred a kinder woman. In a fit of jealousy, Karakade tried to kill a love rival, but a servant died instead. Karakade becomes a major suspect in the murder but as it cannot be confirmed, Date and his father performed a sacred ritual that would punish the murderer. The sacred ritual takes Karakade's life, and her spirit in her physical body is replaced by Kadesurang's. Kadesurang wakes up in Karakade's body, shocked but insanely curious to experience the historical context she studied. Everyone around her is confused. Karakade acts like a completely different person: someone who has forgotten basic manners and speaks strangely, someone who suddenly wants to do good and cares about those around her. How will the household and Karakade’s fiancé respond to Karakade’s newly emerged optimism & responsibility, coupled with such odd mannerisms? And how will Kadesurang (now Karakade) navigate this patriarchal society swirling with political unrest?(Source: MyDramaList)",Thailand,Drama,40,"May 11, 2018 - Jul 20, 2018","Monday, Tuesday, Wednesday, Thursday, Friday",Channel 3,45 min.,8.2 (scored by 199 users),1459,13383,G - All Ages,391
33506-until-we-meet-again-the-series,Until We Meet Again,Until We Meet Again (2019),2019,8.2,35989,/people/8190-sripinta-pongsatorn|/people/23764-ohm-thitiwat|/people/18179-earth-katsamonnat-namwirote|/people/23763-nine-nopparat|/people/23689-boun-noppanut-guntachai|/people/29765-prem-warut-chawalitrujiwong,,,https://i.mydramalist.com/WBDBPc.jpg,"Thirty years ago, Korn and Intouch were university students in Bangkok. Intouch entered Korn's life despite knowing that he was the son of one of the most influential crime bosses in Bangkok. At first, Korn pushed Intouch away, but in the end, he couldn't resist the boy who was so full of life, his exact opposite. However, their love was star-crossed in a time when homosexuality was unacceptable. Amidst mounting chaos in their lives, Intouch kept fighting for their future, but Korn could not deal with all the suffering and decided to give up. That day, the sounds of two gunshots rang through the air. Though their story ended in tragedy, something had tied itself between them and kept them bound even beyond death.Years later, nineteen-year-old Pharm returns to Thailand as a freshman at T- University. Riddled with sad dreams that wake him with a wet face, plagued with a fear of loud noises, and bearing a birthmark on his temple, the boy has always had a sense that he was missing someone. Twenty-one-year-old Dean is a third-year student and the swimming club's president at T- University. He, too, has spent his life searching for someone whose face he can not remember.The red thread of fate that had tied them together in their past life pulls the two boys together once again, tying them to each other and to a past that might not be worth remembering. The red thread that binds their two hearts together will always lead one back to the other; it may tangle and stretch, but it will never break.(Source: Soju at MyDramaList || Edited by MyDramaList)~~ Adapted from the novel ""The Red Thread"" (ด้ายแดง) by LazySheep.",Thailand,Drama,17,"Nov  9, 2019 - Mar  1, 2020",Saturday,LINE TV,45 min.,"8.2 (scored by 35,989 users)",1523,132,15+ - Teens 15 or older,63130
31880-he-s-coming-to-me,He's Coming to Me,He's Coming to Me (2019),2019,8.2,14658,/people/11353-ruangroj-prachaya|/people/11765-chittsawangdee-pawat|/people/14259-wachirawit-ruangwiwat|/people/9746-cheewagaroon-harit|/people/23761-sarocha-burin|/people/16519-ampere-suttatip-wutchaipradit,Title Nirattisai Ratphithak,,https://i.mydramalist.com/kYJOdc.jpg,"On his birthday, Med, the kind-hearted heir of a rich family, dies mysteriously and becomes a ghost. For twenty years, he waits in the graveyard for someone to visit so that he is able to reincarnate. However, his plan for reincarnation changes completely when he spots Thun, a young boy who is able to see and talk with him during every Ching Ming Festival. A few years pass and Thun, now a university student, grows suspicious about Med's death. He promises to discover the circumstances of Med's death and takes Med to live with him. As they solve the riddle of Med's death, the boys find themselves falling in love with each other despite the certainty that one day they must part.(Source: MyDramaList)",Thailand,Drama,8,"Feb 28, 2019 - Apr 25, 2019",Thursday,LINE TV,1 hr. 3 min.,"8.2 (scored by 14,658 users)",1605,411,15+ - Teens 15 or older,32325
55651-bkpp,I Told Sunset about You,I Told Sunset about You (2020),2020,8.2,26264,/people/32927-billkin-putthipong-assaratanakul|/people/33009-krit-amnuaydechkorn|/people/42695-nat-kitcharit|/people/21987-soraya-titawasira|/people/54683-khunpol-pongpol-panyamit|/people/54633-dream-theethat-suk-im,Goy Arachaporn Pokinpakorn|Kate Karakade Norasethaporn|Junior Naron Cherdsoongnern,,https://i.mydramalist.com/dQdEW_4c.jpg,"Teh and Oh-aew were best friends until a boyhood line of reasoning turned them into rivals. Years later as they're preparing for university admissions, both pursuing interests in the field of Communication Arts, the two meet in a Chinese language class. Their reunion awakens complicated and unstable feelings.(Source: MyDramaList)",Thailand,Drama,5,"Oct 22, 2020 - Nov 19, 2020",Thursday,LINE TV,1 hr. 19 min.,"8.2 (scored by 26,264 users)",1592,217,15+ - Teens 15 or older,48641
14805-kiss-me,Kiss Me,Kiss Me (2015),2015,8.2,7660,/people/7132-manaying-sushar|/people/7116-dangelo-mike|/people/10159-phiangphor-sarasathapheng|/people/11127-bubear-pim|/people/10213-yuenyong-intira|/people/10160-jongjaiphar-suthada,Jeab Wattana Weerayawattana,Nay Saratswadee Wongsomphet,https://i.mydramalist.com/ZRlJ7c.jpg,"Taliw, a cute, lively and clumsy girl, has had a crush on popular genius Tenten, who is a new student with an IQ of 200. Tenten just returned from Japan with his family. How will Taliw deal with her feelings towards Tenten? Sometimes, he treats her kindly and cares about her. Yet, sometimes he teases and embarrasses her in front of all the students in their school.(Source: MyDramaList)~~ Adapted from the manga series ""Itazura na Kiss"" (イタズラなKiss) by Tada Kaoru (多田かおる).",Thailand,Drama,20,"Oct  5, 2015 - Dec  8, 2015","Monday, Tuesday",True4U,45 min.,"8.2 (scored by 7,660 users)",1597,962,13+ - Teens 13 or older,16457
63883-i-m-tee-me-too,"I'm Tee, Me Too","I'm Tee, Me Too (2020)",2020,8.2,6923,/people/11355-sangpotirat-perawat|/people/11353-ruangroj-prachaya|/people/10535-adulkittiporn-jumpol|/people/11699-poonsawas-atthaphan|/people/14100-vihokratana-tawan|/people/12214-thitipoom-techaapaikhun,Gink Benjaphan Rungsubhatanond|Huad Naruchan Sakunjan|Jayjaak Saharat Kedkaew,X Nuttapong Mongkolsawas,https://i.mydramalist.com/6KlR2_4c.jpg,"Six guys—each named Tee and each with his own idiosyncrasies—find themselves residing under one roof, every day learning not just about one another, but themselves as well. (Source: Soju at MyDramaList)",Thailand,Drama,8,"Sep 18, 2020 - Nov  6, 2020",Friday,AIS Play GMM 25,35 min.,"8.2 (scored by 6,923 users)",1634,1039,13+ - Teens 13 or older,15406
75821-love-mechanics,Love Mechanics,Love Mechanics (2022),2022,8.1,15723,/people/23686-yin-anan-wong|/people/15788-ratsameerat-wanarat|/people/26319-perth-veerinsara-tangkitsuvanich|/people/39075-prom-ratchapat|/people/17628-liewrakolan-pongsatorn|/people/87391-jeff-nathadej-pititranun,Bee Pongsate Lucksameepong|Brook Natthakorn  Julrasorn,Lit Phadung Samajarn,https://i.mydramalist.com/Wpgxp_4c.jpg,"When a junior woos Vee's friend, Bar, swearing to love only one in life, Bar has to cut ties with Mark. But God plays a joke on them and something happened between Vee and Mark. Mark chooses to tuck away and draws an end to it. However, Vee doesn't want an end with Mark. Mark himself loves Vee although he knows Vee has a beloved girlfriend. Will the love between them make it? When will the awkwardness break out? What will Vee do?(Source: WeTV)~~ Adapted from the novel ""Love Mechanics กลรักรุ่นพี่"" by Faddist.",Thailand,Drama,10,"Jun 18, 2022 - Aug  6, 2022",Saturday,WeTV,56 min.,"8.1 (scored by 15,723 users)",1760,420,18+ Restricted (violence & profanity),31842
